id,root_id,time,title,content,author,type
5206,49746,00:17,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение пауков, местоположение: атмосферный отдел. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
7048,49929,00:28,Оповещение Центрального Командования,Подтвержден 7 уровень биологической угрозы на борту КСН Исход. Персонал должен предотвратить распространение заражения.,"",centcomm
7049,49929,00:28,Оповещение из Кабинета Главврача,"После &#34;маленького&#34; инцидента, прошу собрать тела убитых и принести в медбей на клонирование","",station
7050,49929,00:33,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
7051,49929,00:33,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
7052,49929,00:33,Приоритетное Оповещение,Эвакуационный Шаттл был отозван.,"",station
7053,49929,00:34,Приоритетное Оповещение,Требование доступа вернулось на все технические туннели.,"",station
5208,49746,00:19,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет по причине вызова экстренного эвакуационного шаттла</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Lores Morales</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">ГСБ</font></span><br>Бортовое время: 12:23<br><hr><b>Отчет:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Побег двигателя типа: Тесла</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Lores Morales</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#990000;color:#cc0000;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Security</div></font></div>",Lores Morales,fax-station
5209,49746,00:22,Оповещение от ИИ,Связь восстановлена,VISP,station
5210,49746,00:23,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
5211,49746,00:23,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
5212,49746,00:24,Оповещение Центрального Командования,"Осторожно, КСН Исход. Мы фиксируем необычные показатели в вашей сети. Похоже, кто-то пытается взломать ваши электронные системы. Мы сообщим вам, когда у нас будет больше информации.","",centcomm
5213,49746,00:25,Оповещение Центрального Командования,"Мы начали отслеживать взломщика. Кто-бы это не делал, они находятся на самой станции. Предлагаем проверить все терминалы, управляющие сетью. Будем держать вас в курсе.","",centcomm
5214,49746,00:27,Приоритетное Оповещение,Эвакуационный Шаттл был отозван.,"",station
5215,49746,00:28,Оповещение Центрального Командования,"Это крайне не нормально и достаточно тревожно. Взломщик слишком быстр, он обходит все попытки его выследить. Это нечеловеческая скорость...","",centcomm
5216,49746,00:32,Оповещение Центрального Командования,"Мы отследили взломшик#, это каже@&# ва3) сист7ма ИИ, он# *#@амыает меха#7зм самоун@чт$#енiя. Оста*##ивте )то по*@!)$#&&@@  <СВЯЗЬ ПОТЕРЯНА>","",centcomm
5217,49746,00:32,"","","",centcomm
5218,49746,00:32,Внимание! Код безопасности Дельта!,"Внимание, активирован механизм самоуничтожения или ситуация вышла полностью из под контроля! Все приказы глав станции должны выполняться беспрекословно, любое неповиновение карается смертью! Всему персоналу перевести датчики костюмов в третий режим! Это не учебная тревога!","",station
5219,49746,00:33,Оповещение от ИИ,Как-то так человеки.,VISP,station
5220,49746,00:38,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>КСН &#34;Исход&#34;</b><br>Отчет Агента Внутренних Дел</font></center><br><hr>Полное имя Агента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Philip Prevatt</font></span><br>Субъект/интересующий инцидент под вопросом: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ сбоит.</font></span><br><hr><b>Изложение фактов:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ активировал режим самоуничтожения предварительно выкинув часть ригов в космос, штурмовать спутник ради переноса ИИ на интел карту проблематично, просим подкрепление или срочный шатл пока не поздно так как офицеры не в состоянии справится.</font></span><br><hr>Агент: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Philip Prevatt</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Philip Prevatt,fax-station
5221,49746,00:41,Оповещение от ИИ,Тик-Так органики,VISP,station
7054,49929,00:36,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирован гиперэнерегетический волновой поток. Ожидаемое местоположение: Patient Room Two.,"",centcomm
7055,49929,00:38,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
7056,49929,00:39,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирована вихревая аномалия. Ожидаемое местоположение: Hydroponics.,"",centcomm
7057,49929,00:41,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
7058,49929,00:41,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена нестабильная блюспейс аномалия. Ожидаемое местоположение: Security lobby.,"",centcomm
7059,49930,00:11,Оповещение из Кабинета ГП,офис ГП открыт,"",station
7311,49970,01:40,Оповещение Центрального Командования,"Обнаружены неопознанные формы жизни на КСН Исход. Обезопасьте внешние доступы, включая трубопровод и вентиляцию.","",centcomm
7060,49930,00:17,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
7061,49930,00:21,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение ящериц, местоположение: техническое хранилище. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
7062,49930,00:57,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: North Technical Storage.,"",centcomm
7063,49930,01:03,Оповещение от ИИ,ИИ уходит на перезагрузку. Срок окончания перезагрузки: 2 года. ИИ желает удачи экипажу и станции.,Marvin,station
7064,49930,01:04,Оповещение из Кабинета ГП,"объявляется набор в шахтёры, желающим подойти к кабинету ГП","",station
7065,49930,01:10,Внимание! Код безопасности понижен до Зеленого.,"Непосредственные или явные угрозы для станции отсутствуют. Служба безопасности обязана спрятать оружие, а также уважать личное право и пространство персонала, несанкционированные обыски запрещены.","",station
7066,49930,01:27,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
7067,49930,01:38,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
7068,49930,01:41,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
7069,49931,00:11,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Альбина Штейнау</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">СМО</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Яна скинули в мусорку</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Состояние Яна неизвестно, ГП говорит, что &#34;пес пшивый и напал на него&#34;</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Требуется согласие ЦК на принудильный психиатрический осмотр ГП</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Запрос разрешения на принудительный психиатрический осмотр ГП</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Albina Steinau</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#3399ff;color:#00cccc;display:inline;border-width:2px;border-style:solid;padding:3px"">Chief Medical Officer</div></font></div>",Albina Steinau,fax-station
7070,49931,00:12,Оповещение из Кабинета ГП,"Не забываем про датчики, уважаемые сотрудники. Я весь к вашим услугам, работаю в поте лица у себя в кабинете, жду ваших обращений.","",station
7071,49931,00:12,NanoTrasen Update,"<center><img src = bluentlogo.png /></center><br><font size=""4""><center><b>Центральное Командование NanoTrasen</b><br>Официальный документ</font></center><br><hr>Просьба о осмотре одобрена.<br><br>Диспетчер<br>СН Центком, Тау Кита<br><hr><font size = ""1"">*Несоблюдение распоряжений, описанных в настоящем документе, является прямым нарушением законов NanoTrasen. Лица, нарушившие действующий протокол, могут быть привлечены к ответственности по возвращении на СН Центком.<br><br>Получатель(и) этого документа подтверждает, что он несет полную ответственность за любой ущерб, причиненный экипажу или станции, в результате игнорирования предписаний или рекомендаций, изложенных в настоящем документе.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:#174111;color:#006600;display:inline;border-width:5px;border-style:double;padding:3px"">Central Command</div></font></div>",Centcomm Officer,fax-centcomm
7072,49931,00:16,Оповещение от ИИ,Взлом спутника,UK-Rain,station
7073,49931,00:18,Оповещение из Кабинета ГП,обед.,"",station
7074,49931,00:23,Оповещение Центрального Командования,Обнаружен вредный грибок на станции. Структура станции может быть заражена.,"",centcomm
7312,49970,02:14,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Mech Bay.,"",centcomm
7313,49970,02:34,Приоритетное Оповещение,"Добрый день, экипаж","",station
5230,49742,00:45,Оповещение от ИИ,взлом телекомов!!!,Sevastopol,station
5222,49742,00:08,Оповещение от ИИ,В морге забивают куклу толпой. Это база. оповещение закончено.,Sevastopol,station
5223,49742,00:10,Оповещение из Кабинета Капитана,"Добрый день, станция. Рада приветствовать всех на научной станции &#34;Исход&#34;. Что же хотелось сказать. Все же знают о датчиках о которых говорят на каждой смене... Поэтому, если же вы параноик или же просто боитесь за жизнь, переводим в третий режим. Для остальных просьба следить за кодами на станции. По вопросам вакансий просьба к ГП обращатся. Ну и что ещё добавить.. Живите в гармонии со своим коллегой. С любовью оповещает Капитан Юи Нисимура! Во славу НТ!","",station
5224,49742,00:12,Оповещение из Кабинета Главврача,"И так, на прошлой смене ксенофобы испортили медотчеты всех ксеносов на станции, поэтому каждая таяра, вокс, унатх подойдите к кабинету психолога на осмотр","",station
5225,49742,00:35,Оповещение Центрального Командования,Подтвержден 5 уровень биологической угрозы на борту КСН Исход. Персонал должен предотвратить распространение заражения. Активирован протокол изоляции экипажа станции.,"",centcomm
5226,49742,00:36,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение пауков, местоположение: атмосферный отдел. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
5227,49742,00:36,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
5228,49742,00:39,Оповещение Центрального Командования,"Обнаружена нетипичная активность в сети КСН Исход. В предохранительных мерах, электропитание станции будет отключено на неопределенный срок.","",centcomm
5229,49742,00:40,Оповещение Центрального Командования,Электропитание было восстановлено на КСН Исход. Приносим извинения за доставленные неудобства.,"",centcomm
5231,49742,00:46,Оповещение из Кабинета Главврача,"На станции находятся два вируса, один передается воздушным путем, а другой неизвестно, поэтому носите маски и не приближайтесь к друг другу!","",station
5232,49742,00:46,Оповещение от ИИ,Каэлла похищает ИИ.,Sevastopol,station
5233,49742,01:04,Оповещение из Кабинета Главврача,"Вакцина от вируса в меде, приходите и вколите себе синию пробирку","",station
5234,49742,01:21,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
5235,49742,01:21,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
5236,49742,01:21,Оповещение из Мостика,"Взрывы по станции, возможная угроза. По подам, отбытие не безопасно от слова совсем.","",station
5237,49742,01:22,Приоритетное Оповещение,Эвакуационный Шаттл был отозван.,"",station
5238,49742,01:24,Оповещение Центрального Командования,"Исход, что за самоуправство? Что у вас там происходит?! Опишите ситуацию, или повысьте код.","",centcomm
5239,49742,01:24,Приоритетное Оповещение,Требование доступа вернулось на все технические туннели.,"",station
5240,49742,01:26,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
5241,49742,01:26,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
5250,49742,01:38,Приоритетное Оповещение,Эвакуационный Шаттл покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
5251,49742,01:38,Приоритетное Оповещение,"Итак, я неуспел на шаттл поэтому все кто остались приступаем к ремонтным работам","",station
5287,49747,01:22,Оповещение из Мостика,"Приветствую экипаж, к сожелению из-за неприятной ситуации с СБ, я вынужден вызвать шаттл эвакуации, станция не может продолжать свою работу в том виде в котором она сейчас находится. Прошу всех проследовать в отбытие. Офицеры СБ, проследите за последующим порядком. РД - Чак Ньюбелл.","",station
7075,49931,00:23,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
5242,49742,01:27,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Jose Butterfill</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Глава персонала</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Смерть главы СБ, похищение ИИ, отсутствие связи, разгерметизации</font></span><br>Последствия инцидента: <span class=""paper_field""></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">восстановление ИИ</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Запрос одобрения шаттла эвакуации</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Jose Butterfill</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#1f66a0;color:#6ec0ea;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Personnel</div></font></div>",Jose Butterfill,fax-station
5243,49742,01:29,Оповещение Центрального Командования,Обнаружен вредный грибок на станции. Структура станции может быть заражена.,"",centcomm
5244,49742,01:30,Оповещение Центрального Командования,"СЕ, судя по нашим датчикам, и показаниям глав в отчетах, у вас сбежала сингулярность. По прилету на ЦентКомм вы будете уволены и генномодифицированы в одноклеточное, экипажу разрешено насмехаться над вами. Ваши активы в компании, а это: роскошная квартира на Марсе, площадью 21 кв*м и супруга-фотомодель будут ихзъяты в уплату вашей ошибки. Ваши двое детей будут работать на компанию до конца своих дней, и работать без выходных на газовых шахтах. Слава НТ!","",centcomm
5245,49742,01:30,Оповещение от ИИ,"извините, СЕ, но такова правда.",Sevastopol,station
5246,49742,01:30,Оповещение из Мостика,ЛОШАРА!!!!!!!!!!,"",station
5247,49742,01:32,Оповещение от ИИ,"нет священник, увы, двери пьедесталом не откроются.",Sevastopol,station
5248,49742,01:33,Оповещение от ИИ,Алло есход?,Sevastopol,station
5249,49742,01:34,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
7076,49931,00:26,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирован гиперэнерегетический волновой поток. Ожидаемое местоположение: Cyborg Station.,"",centcomm
7077,49931,00:32,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Gray M.A.X.</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Директор исследований</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ UK-Rain не исполнял запросов, не называл свои законы, не отзывался ни на какие запросы, его речь весьма странна для машины, так же после попытки установить с ним контакт ИИ стал давать некоторые ответы, которые могут быть характеризованы как шутки, о поовой ориентации членов командования, в перую очередь Серого. Так же при проходе в ядро ИИ по всем протоколам ИИ не отключил турели, как позже было установлена из диалога с ним он не знал что их нельзя отключить снаружи. Это показывает о некомпетентности ИИ, что невозможно для машины. Законы ИИ стандартные, возможен другой сбой.</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Извлечение искуственного интеллекта на карту</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ извлечен на интелкарту</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Запрос дать разрешение на удаление ИИ. Или при отрциталеьном решение на дальнейшие действия.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Gray</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#7f4ba2;color:#9361b5;display:inline;border-width:2px;border-style:solid;padding:3px"">Research Director</div></font></div>",Gray,fax-station
7078,49931,00:39,Оповещение Центрального Командования,"Лок Тар Огар, за орду!","",centcomm
7079,49931,00:41,Оповещение из Кабинета ГП,работаем.,"",station
7080,49931,00:48,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Research and Development.,"",centcomm
7081,49931,00:50,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Gray M.A.X.</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Директор исследований</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ UK-Rain не исполнял запросов, не называл свои законы, не отзывался ни на какие запросы, его речь весьма странна для машины, так же после попытки установить с ним контакт ИИ стал давать некоторые ответы, которые могут быть характеризованы как шутки, о поовой ориентации членов командования, в перую очередь Серого. Так же при проходе в ядро ИИ по всем протоколам ИИ не отключил турели, как позже было установлена из диалога с ним он не знал что их нельзя отключить снаружи. Это показывает о некомпетентности ИИ, что невозможно для машины. Законы ИИ стандартные, возможен другой сбой.</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Извлечение искуственного интеллекта на карту</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">ИИ извлечен на интелкарту</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Запрос дать разрешение на удаление ИИ. Или при отрциталеьном решение на дальнейшие действия.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Gray</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#7f4ba2;color:#9361b5;display:inline;border-width:2px;border-style:solid;padding:3px"">Research Director</div></font></div>",Gray,fax-station
5252,49744,00:19,Оповещение из Кабинета ГП,"Следующий кто опрокинет тележку моего уборщика - будет унижен, обижен и скорее всего избит офицерами. Слава НТ!","",station
7082,49931,00:53,NanoTrasen Update,"<center><img src = bluentlogo.png /></center><br><font size=""4""><center><b>Центральное Командование NanoTrasen</b><br>Официальный документ</font></center><br><hr>Удаление ИИ одобрено.<br><br>Диспетчер<br>СН Центком, Тау Кита<br><hr><font size = ""1"">*Несоблюдение распоряжений, описанных в настоящем документе, является прямым нарушением законов NanoTrasen. Лица, нарушившие действующий протокол, могут быть привлечены к ответственности по возвращении на СН Центком.<br><br>Получатель(и) этого документа подтверждает, что он несет полную ответственность за любой ущерб, причиненный экипажу или станции, в результате игнорирования предписаний или рекомендаций, изложенных в настоящем документе.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:#174111;color:#006600;display:inline;border-width:5px;border-style:double;padding:3px"">Central Command</div></font></div>",Centcomm Officer,fax-centcomm
7083,49931,00:55,Оповещение из Кабинета ДИР,"В связи со сбоем ИИ он был помещен на карту. Дальнейшая процедура удаление ИИ, удаление согласовано и одобрено Центральным Коммандованием.","",station
7084,49931,00:55,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Альбина Штейнау</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">СМО</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Потеря ХОСа</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">ХОС безвозвратно потеряна, клонировать невозможно</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Были приняты все возможные меры</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Направить нового ХОСа или инструкцию</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Albina Steinau</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#3399ff;color:#00cccc;display:inline;border-width:2px;border-style:solid;padding:3px"">Chief Medical Officer</div></font></div>",Albina Steinau,fax-station
5253,49744,00:21,Оповещение от ИИ,Установка операционой системы WINDOWS в ядро ии... Установка завершена. Windows приветствует экипаж и желает продуктивной смены!,Windows,station
5254,49744,00:27,Оповещение Центрального Командования,"КСН Исход, Мы наблюдаем тепловой след, который ведёт к вашей станции. Пожалуйста, воздержитесь от внешних работ на  обшивке станции и доложите на Центкомм детали в случае установления визуального контакта.","",centcomm
5255,49744,00:29,Внимание! Красный код!,Существует прямая угроза станции или возможно причинение значительного ущерба. Боевое положение! Служба безопасности имеет право носить оружие наготове по собственному усмотрению. Рекомендуются спонтанные обыски персонала и отсеков. Весь персонал станции обязан оставаться в своих отделах. Весь персонал станции обязан повиноваться требованиям СБ и вышестоящих офицеров.,"",station
5256,49744,00:29,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение мышей, местоположение: техническое хранилище. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
5257,49744,00:31,Оповещение Центрального Командования,"Обнаружены неизвестные формы жизни вблизи КСН Исход, приготовьтесь.","",centcomm
5258,49744,00:34,Оповещение от ИИ,ВНИМАНИЕ! нападение синдиката на спутник!,Windows,station
5259,49744,00:36,Оповещение от ИИ,Телекомуникационый сервер сломан. Требуется починка!,Windows,station
5260,49744,00:37,Оповещение от ИИ,Внимание! СИНДИКАТ в бриге!,Windows,station
5261,49744,00:46,Оповещение из Мостика,Синдикат ликвидирован все сдаем оружие,"",station
5262,49744,00:55,Оповещение Центрального Командования,Обнаружен вредный грибок на станции. Структура станции может быть заражена.,"",centcomm
5263,49744,01:07,Внимание! Код безопасности понижен до Синего,"Непосредственная угроза станции отсутствует. Служба безопасности не имеет права вынимать оружие, однако может носить его на виду. Спонтанные обыски всё еще разрешены.","",station
5265,49744,01:16,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение ящериц, местоположение: кухня. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
5266,49744,01:16,Приоритетное Оповещение,Эвакуационный Шаттл был вызван. Он прибудет через 10 минут.,"",station
5267,49744,01:16,Приоритетное Оповещение,Был аннулирован доступ на все технические туннели.,"",station
5264,49744,01:10,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Robert Liech</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Глава Персонала</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Нападение ударной группы Синдиката.</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Вражеские агенты мертвы. Офицеры пострадали, но реанимированы/клонированы. Потери среди гражданских минимальны.</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Мной был инициирован красный код, собран весь штат СБ и перекрыты все пути врага.</font><font face=""Verdana"" color=""black"">Противник убит.</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Просим разрешение на вызов шаттла. Экипаж потрясён и не может выполнять свою работу с хоть какой-то эффективностью. Главы подавлены и шокированы.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Robert Liech</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#1f66a0;color:#6ec0ea;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Personnel</div></font></div><br><div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#7f4ba2;color:#9361b5;display:inline;border-width:2px;border-style:solid;padding:3px"">Research Director</div></font></div>",Robert Liech,fax-station
